rep	cluster_size	sources_rep	sources_members	members	has_DATABASE	has_PRED
DATABASE|AP01384	2	DATABASE	DATABASE	DATABASE|AP01384;DATABASE|AP03504	True	False
DATABASE|AP01397	1	DATABASE	DATABASE	DATABASE|AP01397	True	False
DATABASE|AP01405	1	DATABASE	DATABASE	DATABASE|AP01405	True	False
DATABASE|AP01428	4	DATABASE	DATABASE	DATABASE|AP01428;DATABASE|AP01429;DATABASE|AP01430;DATABASE|AP01431	True	False
DATABASE|AP01433	19	DATABASE	DATABASE	DATABASE|AP01433;DATABASE|DBAASPR_10250_Brevinin1_HYba1_Cyclic_AMD;DATABASE|DBAASPR_10253_Brevinin1_HYba2_Cyclic_AMD;DATABASE|AP03934;DATABASE|AP01445;DATABASE|DBAASPR_14203_Brevinin_1-Ia;DATABASE|AP01446;DATABASE|AP02614;DATABASE|AP02020;DATABASE|AP02279;DATABASE|AP03178;DATABASE|AP01432;DATABASE|AP05672;DATABASE|AP03179;DATABASE|AP01947;DATABASE|CAMPSQ24449_Brevinin-1OS;DATABASE|AP00117;DATABASE|sp|P86027|BR1_PELRI_Brevinin-1R_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1;DATABASE|AP01441	True	False
DATABASE|AP01434	1	DATABASE	DATABASE	DATABASE|AP01434	True	False
DATABASE|AP01444	1	DATABASE	DATABASE	DATABASE|AP01444	True	False
DATABASE|AP01447	1	DATABASE	DATABASE	DATABASE|AP01447	True	False
DATABASE|AP01448	1	DATABASE	DATABASE	DATABASE|AP01448	True	False
DATABASE|AP01454	3	DATABASE	DATABASE	DATABASE|AP01454;DATABASE|CAMPSQ2577_Dybowskin-1CDYa;DATABASE|DBAASPR_10827_Dybowskin-YJb	True	False
DATABASE|AP01455	2	DATABASE	DATABASE	DATABASE|AP01455;DATABASE|CAMPSQ2575_Aponicin-1CDYa	True	False
DATABASE|AP01456	1	DATABASE	DATABASE	DATABASE|AP01456	True	False
DATABASE|AP01461	1	DATABASE	DATABASE	DATABASE|AP01461	True	False
DATABASE|AP01462	2	DATABASE	DATABASE	DATABASE|AP01462;DATABASE|AP01463	True	False
DATABASE|AP01465	3	DATABASE	DATABASE	DATABASE|AP01465;DATABASE|AP01466;DATABASE|AP01467	True	False
DATABASE|AP01471	1	DATABASE	DATABASE	DATABASE|AP01471	True	False
DATABASE|AP01472	1	DATABASE	DATABASE	DATABASE|AP01472	True	False
DATABASE|AP01480	1	DATABASE	DATABASE	DATABASE|AP01480	True	False
DATABASE|AP01481	1	DATABASE	DATABASE	DATABASE|AP01481	True	False
DATABASE|AP01494	1	DATABASE	DATABASE	DATABASE|AP01494	True	False
DATABASE|AP01496	1	DATABASE	DATABASE	DATABASE|AP01496	True	False
DATABASE|AP01497	1	DATABASE	DATABASE	DATABASE|AP01497	True	False
DATABASE|AP01498	2	DATABASE	DATABASE	DATABASE|AP01498;DATABASE|AP00659	True	False
DATABASE|AP01509	2	DATABASE	DATABASE	DATABASE|AP01509;DATABASE|CAMPSQ2451_Antimicrobialpeptidescolopin-1	True	False
DATABASE|AP01510	2	DATABASE	DATABASE	DATABASE|AP01510;DATABASE|CAMPSQ2452_Antimicrobialpeptidescolopin-2	True	False
DATABASE|AP01517	1	DATABASE	DATABASE	DATABASE|AP01517	True	False
DATABASE|AP01522	1	DATABASE	DATABASE	DATABASE|AP01522	True	False
DATABASE|AP01529	1	DATABASE	DATABASE	DATABASE|AP01529	True	False
DATABASE|AP01530	1	DATABASE	DATABASE	DATABASE|AP01530	True	False
DATABASE|AP01531	1	DATABASE	DATABASE	DATABASE|AP01531	True	False
DATABASE|AP01533	1	DATABASE	DATABASE	DATABASE|AP01533	True	False
DATABASE|AP01535	33	DATABASE	DATABASE	DATABASE|AP01535;DATABASE|AP01538;DATABASE|DBAASPR_3714_Lividin-7c_protein_Lividin-7a_Nigrocin-1-OR1;DATABASE|AP01878;DATABASE|AP01884;DATABASE|AP01536;DATABASE|AP00507;DATABASE|AP03548;DATABASE|AP01877;DATABASE|AP03550;DATABASE|AP03554;DATABASE|AP03557;DATABASE|DBAASPR_3715_Nigrocin-1-OR2;DATABASE|DBAASPR_3716_Nigrocin-1-OR3;DATABASE|AP01879;DATABASE|AP01880;DATABASE|AP03538;DATABASE|AP00580;DATABASE|CAMPSQ696_Odorranain-H1antimicrobialpeptide;DATABASE|AP01876;DATABASE|DBAASPR_1544_Nigrocin-OG2;DATABASE|AP02047;DATABASE|AP01297;DATABASE|AP03540;DATABASE|AP03555;DATABASE|AP02046;DATABASE|AP01539;DATABASE|AP01425;DATABASE|AP01426;DATABASE|AP01882;DATABASE|AP01883;DATABASE|AP01885;DATABASE|AP01311	True	False
DATABASE|AP01541	4	DATABASE	DATABASE	DATABASE|AP01541;DATABASE|AP01542;DATABASE|AP03030;DATABASE|CAMPSQ1938_Ocellatin-5	True	False
DATABASE|AP01543	1	DATABASE	DATABASE	DATABASE|AP01543	True	False
DATABASE|AP01544	1	DATABASE	DATABASE	DATABASE|AP01544	True	False
DATABASE|AP01547	1	DATABASE	DATABASE	DATABASE|AP01547	True	False
DATABASE|AP01577	1	DATABASE	DATABASE	DATABASE|AP01577	True	False
DATABASE|AP01578	1	DATABASE	DATABASE	DATABASE|AP01578	True	False
DATABASE|AP01579	1	DATABASE	DATABASE	DATABASE|AP01579	True	False
DATABASE|AP01601	1	DATABASE	DATABASE	DATABASE|AP01601	True	False
DATABASE|AP01620	4	DATABASE	DATABASE	DATABASE|AP01620;DATABASE|CAMPSQ9894_Onc112;DATABASE|CAMPSQ8846_Onc72;DATABASE|CAMPSQ8849_Onc112	True	False
DATABASE|AP01631	10	DATABASE	DATABASE	DATABASE|AP01631;DATABASE|CAMPSQ3384_CRS4C-2Cryptdinrelatedsequencepeptide;DATABASE|CAMPSQ3385_CRS4C-3aCryptdinrelatedsequencepeptide;DATABASE|CAMPSQ3386_CRS4C-3d;DATABASE|AP01627;DATABASE|AP01629;DATABASE|AP01630;DATABASE|AP01625;DATABASE|AP01626;DATABASE|AP01628	True	False
DATABASE|AP01634	2	DATABASE	DATABASE	DATABASE|AP01634;DATABASE|DBAASPR_2777_Mastoparan_PDD-A-9	True	False
DATABASE|AP01635	1	DATABASE	DATABASE	DATABASE|AP01635	True	False
DATABASE|AP01636	1	DATABASE	DATABASE	DATABASE|AP01636	True	False
DATABASE|AP01637	2	DATABASE	DATABASE	DATABASE|AP01637;DATABASE|AP01639	True	False
DATABASE|AP01638	1	DATABASE	DATABASE	DATABASE|AP01638	True	False
DATABASE|AP01647	1	DATABASE	DATABASE	DATABASE|AP01647	True	False
DATABASE|AP01648	1	DATABASE	DATABASE	DATABASE|AP01648	True	False
DATABASE|AP01655	2	DATABASE	DATABASE	DATABASE|AP01655;DATABASE|AP01260	True	False
DATABASE|AP01658	2	DATABASE	DATABASE	DATABASE|AP01658;DATABASE|AP01659	True	False
DATABASE|AP01679	1	DATABASE	DATABASE	DATABASE|AP01679	True	False
DATABASE|AP01681	1	DATABASE	DATABASE	DATABASE|AP01681	True	False
DATABASE|AP01695	1	DATABASE	DATABASE	DATABASE|AP01695	True	False
DATABASE|AP01710	3	DATABASE	DATABASE	DATABASE|AP01710;DATABASE|AP01711;DATABASE|AP01782	True	False
DATABASE|AP01715	1	DATABASE	DATABASE	DATABASE|AP01715	True	False
DATABASE|AP01718	1	DATABASE	DATABASE	DATABASE|AP01718	True	False
DATABASE|AP01719	23	DATABASE	DATABASE	DATABASE|AP01719;DATABASE|CAMPSQ20606_Ranatuerin-2PRf;DATABASE|AP00592;DATABASE|AP00656;DATABASE|AP00888;DATABASE|AP03515;DATABASE|AP03536;DATABASE|AP01295;DATABASE|AP01888;DATABASE|AP01890;DATABASE|AP01887;DATABASE|AP01889;DATABASE|AP00572;DATABASE|AP01505;DATABASE|AP01275;DATABASE|AP01506;DATABASE|AP00870;DATABASE|AP00115;DATABASE|AP00124;DATABASE|AP01411;DATABASE|DBAASPR_3581_Ranatuerin-2PRe;DATABASE|CAMPSQ20605_Ranatuerin-2PRc;DATABASE|CAMPSQ20608_Ranatuerin-2PRh	True	False
DATABASE|AP01720	1	DATABASE	DATABASE	DATABASE|AP01720	True	False
DATABASE|AP01725	1	DATABASE	DATABASE	DATABASE|AP01725	True	False
DATABASE|AP01726	1	DATABASE	DATABASE	DATABASE|AP01726	True	False
DATABASE|AP01727	1	DATABASE	DATABASE	DATABASE|AP01727	True	False
DATABASE|AP01731	11	DATABASE	DATABASE	DATABASE|AP01731;DATABASE|AP01733;DATABASE|AP01734;DATABASE|AP01736;DATABASE|AP00058;DATABASE|AP00059;DATABASE|AP00060;DATABASE|CAMPSQ1538_Maximin-7;DATABASE|AP01730;DATABASE|CAMPSQ1778_Maximin-11;DATABASE|AP00552	True	False
DATABASE|AP01743	2	DATABASE	DATABASE	DATABASE|AP01743;DATABASE|AP01735	True	False
DATABASE|AP01746	1	DATABASE	DATABASE	DATABASE|AP01746	True	False
DATABASE|AP01747	1	DATABASE	DATABASE	DATABASE|AP01747	True	False
DATABASE|AP01748	1	DATABASE	DATABASE	DATABASE|AP01748	True	False
DATABASE|AP01762	1	DATABASE	DATABASE	DATABASE|AP01762	True	False
DATABASE|AP01763	1	DATABASE	DATABASE	DATABASE|AP01763	True	False
DATABASE|AP01764	1	DATABASE	DATABASE	DATABASE|AP01764	True	False
DATABASE|AP01765	1	DATABASE	DATABASE	DATABASE|AP01765	True	False
DATABASE|AP01766	1	DATABASE	DATABASE	DATABASE|AP01766	True	False
DATABASE|AP01771	2	DATABASE	DATABASE	DATABASE|AP01771;DATABASE|AP03609	True	False
DATABASE|AP01778	2	DATABASE	DATABASE	DATABASE|AP01778;DATABASE|CAMPSQ2586_Jindongenin-1a	True	False
DATABASE|AP01786	3	DATABASE	DATABASE	DATABASE|AP01786;DATABASE|AP01787;DATABASE|CAMPSQ13602_Lyp1987	True	False
DATABASE|AP01791	1	DATABASE	DATABASE	DATABASE|AP01791	True	False
DATABASE|AP01802	1	DATABASE	DATABASE	DATABASE|AP01802	True	False
DATABASE|AP01803	1	DATABASE	DATABASE	DATABASE|AP01803	True	False
DATABASE|AP01814	1	DATABASE	DATABASE	DATABASE|AP01814	True	False
DATABASE|AP01821	1	DATABASE	DATABASE	DATABASE|AP01821	True	False
DATABASE|AP01832	4	DATABASE	DATABASE	DATABASE|AP01832;DATABASE|AP02044;DATABASE|AP01822;DATABASE|AP01783	True	False
DATABASE|AP01842	1	DATABASE	DATABASE	DATABASE|AP01842	True	False
DATABASE|AP01849	1	DATABASE	DATABASE	DATABASE|AP01849	True	False
DATABASE|AP01862	4	DATABASE	DATABASE	DATABASE|AP01862;DATABASE|sp|P86019|RN2_PELRI_Ranatuerin-2R_OS=Pelophylax_ridibundus_OX=8406_PE=1_SV=1;DATABASE|DBAASPR_22779_Kunitzin-OL;DATABASE|AP02717	True	False
DATABASE|AP01869	3	DATABASE	DATABASE	DATABASE|AP01869;DATABASE|AP01881;DATABASE|AP01298	True	False
DATABASE|AP01874	1	DATABASE	DATABASE	DATABASE|AP01874	True	False
DATABASE|AP01891	1	DATABASE	DATABASE	DATABASE|AP01891	True	False
DATABASE|AP01892	1	DATABASE	DATABASE	DATABASE|AP01892	True	False
DATABASE|AP01893	1	DATABASE	DATABASE	DATABASE|AP01893	True	False
DATABASE|AP01899	1	DATABASE	DATABASE	DATABASE|AP01899	True	False
DATABASE|AP01900	1	DATABASE	DATABASE	DATABASE|AP01900	True	False
DATABASE|AP01901	11	DATABASE	DATABASE	DATABASE|AP01901;DATABASE|AP01902;DATABASE|AP01903;DATABASE|AP01904;DATABASE|sp|C0HKM5|CPFR1_XENRU_Caerulein_precursor_fragment_R1_OS=Xenopus_ruwenzoriensis_OX=105430_PE=1_SV=1;DATABASE|sp|C0HKM6|CPFR2_XENRU_Caerulein_precursor_fragment_R2_OS=Xenopus_ruwenzoriensis_OX=105430_PE=1_SV=1;DATABASE|sp|C0HKM7|CPFR3_XENRU_Caerulein_precursor_fragment_R3_OS=Xenopus_ruwenzoriensis_OX=105430_PE=1_SV=1;DATABASE|sp|C0HKM8|CPFR4_XENRU_Caerulein_precursor_fragment_R4_OS=Xenopus_ruwenzoriensis_OX=105430_PE=1_SV=1;DATABASE|sp|C0HKM9|CPFR5_XENRU_Caerulein_precursor_fragment_R5_OS=Xenopus_ruwenzoriensis_OX=105430_PE=1_SV=1;DATABASE|sp|C0HKN1|CPFR7_XENRU_Caerulein_precursor_fragment_R7_OS=Xenopus_ruwenzoriensis_OX=105430_PE=1_SV=1;DATABASE|sp|C0HKN2|CPFR8_XENRU_Caerulein_precursor_fragment_R8_OS=Xenopus_ruwenzoriensis_OX=105430_PE=1_SV=1	True	False
DATABASE|AP01907	1	DATABASE	DATABASE	DATABASE|AP01907	True	False
DATABASE|AP01908	15	DATABASE	DATABASE	DATABASE|AP01908;DATABASE|DBAASPR_13831_PPF-BBI;DATABASE|CAMPSQ11102_HP-3;DATABASE|CAMPSQ23622_Bowman-BirkproteinaseinhibitorpeptidePE-BBI;DATABASE|CAMPSQ17336_HV-BBI;DATABASE|CAMPSQ17337_HV-BBI;DATABASE|AP01250;DATABASE|AP01251;DATABASE|AP01252;DATABASE|AP01912;DATABASE|AP01913;DATABASE|AP01291;DATABASE|AP00490;DATABASE|AP00491;DATABASE|AP01914	True	False
DATABASE|AP01921	1	DATABASE	DATABASE	DATABASE|AP01921	True	False
DATABASE|AP01922	1	DATABASE	DATABASE	DATABASE|AP01922	True	False
DATABASE|AP01923	1	DATABASE	DATABASE	DATABASE|AP01923	True	False
DATABASE|AP01926	6	DATABASE	DATABASE	DATABASE|AP01926;DATABASE|AP00694;DATABASE|AP00588;DATABASE|DBAASPR_7006_Brevinin-1OKa;DATABASE|DBAASPR_7007_Brevinin-1OKc;DATABASE|AP03062	True	False
DATABASE|AP01932	3	DATABASE	DATABASE	DATABASE|AP01932;DATABASE|AP01933;DATABASE|AP01934	True	False
DATABASE|AP01936	1	DATABASE	DATABASE	DATABASE|AP01936	True	False
DATABASE|AP01937	1	DATABASE	DATABASE	DATABASE|AP01937	True	False
DATABASE|AP01938	1	DATABASE	DATABASE	DATABASE|AP01938	True	False
DATABASE|AP01940	1	DATABASE	DATABASE	DATABASE|AP01940	True	False
DATABASE|AP01951	1	DATABASE	DATABASE	DATABASE|AP01951	True	False
DATABASE|AP01956	1	DATABASE	DATABASE	DATABASE|AP01956	True	False
DATABASE|AP01957	1	DATABASE	DATABASE	DATABASE|AP01957	True	False
DATABASE|AP01958	6	DATABASE	DATABASE	DATABASE|AP01958;DATABASE|CAMPSQ10598_Las;DATABASE|CAMPSQ10597_Las;DATABASE|CAMPSQ10594_Las;DATABASE|CAMPSQ10595_Las;DATABASE|CAMPSQ10596_Las	True	False
DATABASE|AP01959	1	DATABASE	DATABASE	DATABASE|AP01959	True	False
DATABASE|AP01960	1	DATABASE	DATABASE	DATABASE|AP01960	True	False
DATABASE|AP01969	1	DATABASE	DATABASE	DATABASE|AP01969	True	False
DATABASE|AP01970	1	DATABASE	DATABASE	DATABASE|AP01970	True	False
DATABASE|AP01975	1	DATABASE	DATABASE	DATABASE|AP01975	True	False
DATABASE|AP01978	1	DATABASE	DATABASE	DATABASE|AP01978	True	False
DATABASE|AP01980	1	DATABASE	DATABASE	DATABASE|AP01980	True	False
DATABASE|AP01981	2	DATABASE	DATABASE	DATABASE|AP01981;DATABASE|AP01979	True	False
DATABASE|AP01982	1	DATABASE	DATABASE	DATABASE|AP01982	True	False
DATABASE|AP01996	1	DATABASE	DATABASE	DATABASE|AP01996	True	False
DATABASE|AP01998	7	DATABASE	DATABASE	DATABASE|AP01998;DATABASE|AP01999;DATABASE|AP02489;DATABASE|AP00424;DATABASE|AP02283;DATABASE|CAMPSQ21358_Pxt-4;DATABASE|AP02284	True	False
DATABASE|AP02003	4	DATABASE	DATABASE	DATABASE|AP02003;DATABASE|AP02002;DATABASE|DBAASPR_2287_XPF-SE1;DATABASE|AP02490	True	False
DATABASE|AP02006	1	DATABASE	DATABASE	DATABASE|AP02006	True	False
DATABASE|AP02007	1	DATABASE	DATABASE	DATABASE|AP02007	True	False
DATABASE|AP02011	1	DATABASE	DATABASE	DATABASE|AP02011	True	False
DATABASE|AP02013	1	DATABASE	DATABASE	DATABASE|AP02013	True	False
DATABASE|AP02019	1	DATABASE	DATABASE	DATABASE|AP02019	True	False
DATABASE|AP02021	1	DATABASE	DATABASE	DATABASE|AP02021	True	False
DATABASE|AP02022	4	DATABASE	DATABASE	DATABASE|AP02022;DATABASE|AP02471;DATABASE|sp|C0HM35|B1ITC_RANTE_Brevinin_1Tc_OS=Rana_temporaria_OX=8407_PE=1_SV=1;DATABASE|AP02166	True	False
DATABASE|AP02027	1	DATABASE	DATABASE	DATABASE|AP02027	True	False
DATABASE|AP02034	1	DATABASE	DATABASE	DATABASE|AP02034	True	False
DATABASE|AP02037	3	DATABASE	DATABASE	DATABASE|AP02037;DATABASE|CAMPSQ1702_Vicin-likeantimicrobialpeptide2d;DATABASE|DBAASPR_2741_Vicilin-like_Antimicrobial_peptide_2d_/_MiAMP2d	True	False
DATABASE|AP02052	1	DATABASE	DATABASE	DATABASE|AP02052	True	False
DATABASE|AP02054	1	DATABASE	DATABASE	DATABASE|AP02054	True	False
DATABASE|AP02055	1	DATABASE	DATABASE	DATABASE|AP02055	True	False
DATABASE|AP02056	1	DATABASE	DATABASE	DATABASE|AP02056	True	False
DATABASE|AP02065	1	DATABASE	DATABASE	DATABASE|AP02065	True	False
DATABASE|AP02104	1	DATABASE	DATABASE	DATABASE|AP02104	True	False
DATABASE|AP02116	1	DATABASE	DATABASE	DATABASE|AP02116	True	False
DATABASE|AP02118	1	DATABASE	DATABASE	DATABASE|AP02118	True	False
DATABASE|AP02127	1	DATABASE	DATABASE	DATABASE|AP02127	True	False
DATABASE|AP02130	1	DATABASE	DATABASE	DATABASE|AP02130	True	False
DATABASE|AP02133	1	DATABASE	DATABASE	DATABASE|AP02133	True	False
DATABASE|AP02141	1	DATABASE	DATABASE	DATABASE|AP02141	True	False
DATABASE|AP02161	1	DATABASE	DATABASE	DATABASE|AP02161	True	False
DATABASE|AP02167	1	DATABASE	DATABASE	DATABASE|AP02167	True	False
DATABASE|AP02178	1	DATABASE	DATABASE	DATABASE|AP02178	True	False
DATABASE|AP02179	1	DATABASE	DATABASE	DATABASE|AP02179	True	False
DATABASE|AP02180	2	DATABASE	DATABASE	DATABASE|AP02180;DATABASE|AP02181	True	False
DATABASE|AP02183	1	DATABASE	DATABASE	DATABASE|AP02183	True	False
DATABASE|AP02193	1	DATABASE	DATABASE	DATABASE|AP02193	True	False
DATABASE|AP02197	1	DATABASE	DATABASE	DATABASE|AP02197	True	False
DATABASE|AP02198	3	DATABASE	DATABASE	DATABASE|AP02198;DATABASE|AP02199;DATABASE|AP02200	True	False
DATABASE|AP02204	1	DATABASE	DATABASE	DATABASE|AP02204	True	False
DATABASE|AP02209	1	DATABASE	DATABASE	DATABASE|AP02209	True	False
DATABASE|AP02214	1	DATABASE	DATABASE	DATABASE|AP02214	True	False
DATABASE|AP02217	1	DATABASE	DATABASE	DATABASE|AP02217	True	False
DATABASE|AP02218	2	DATABASE	DATABASE	DATABASE|AP02218;DATABASE|CAMPSQ2450_PeptideHp1090	True	False
DATABASE|AP02222	2	DATABASE	DATABASE	DATABASE|AP02222;DATABASE|CAMPSQ14431_Temporin-FL	True	False
DATABASE|AP02223	1	DATABASE	DATABASE	DATABASE|AP02223	True	False
DATABASE|AP02231	2	DATABASE	DATABASE	DATABASE|AP02231;DATABASE|CAMPSQ11106_KAMP-18c	True	False
DATABASE|AP02236	1	DATABASE	DATABASE	DATABASE|AP02236	True	False
DATABASE|AP02237	1	DATABASE	DATABASE	DATABASE|AP02237	True	False
DATABASE|AP02241	1	DATABASE	DATABASE	DATABASE|AP02241	True	False
DATABASE|AP02243	1	DATABASE	DATABASE	DATABASE|AP02243	True	False
DATABASE|AP02247	9	DATABASE	DATABASE	DATABASE|AP02247;DATABASE|CAMPSQ10938_LacticinZ;DATABASE|AP02817;DATABASE|AP02251;DATABASE|AP01131;DATABASE|Training_Seq2977;DATABASE|AP02902;DATABASE|AP02816;DATABASE|AP03640	True	False
DATABASE|AP02249	1	DATABASE	DATABASE	DATABASE|AP02249	True	False
DATABASE|AP02250	1	DATABASE	DATABASE	DATABASE|AP02250	True	False
DATABASE|AP02256	11	DATABASE	DATABASE;PRED	DATABASE|AP02256;PRED|XP_061497907.1;PRED|XP_321613.3;PRED|XP_011428461.3;DATABASE|Training_Seq1021;DATABASE|AP03128;PRED|XP_065925863.1;PRED|XP_065925864.1;PRED|XP_065925865.1;PRED|XP_065925866.1;PRED|XP_976278.2	True	True
DATABASE|AP02262	1	DATABASE	DATABASE	DATABASE|AP02262	True	False
DATABASE|AP02263	1	DATABASE	DATABASE	DATABASE|AP02263	True	False
DATABASE|AP02264	5	DATABASE	DATABASE	DATABASE|AP02264;DATABASE|AP02271;DATABASE|AP02413;DATABASE|AP02414;DATABASE|AP03498	True	False
DATABASE|AP02268	4	DATABASE	DATABASE	DATABASE|AP02268;DATABASE|sp|P86162|RN2VB_RANAR_Ranatuerin-2AVb_OS=Rana_arvalis_OX=156871_PE=1_SV=1;DATABASE|CAMPSQ2831_Ranatuerin-2PLc;DATABASE|AP00657	True	False
DATABASE|AP02269	2	DATABASE	DATABASE	DATABASE|AP02269;DATABASE|AP01941	True	False
DATABASE|AP02273	2	DATABASE	DATABASE	DATABASE|AP02273;DATABASE|AP02274	True	False
DATABASE|AP02275	1	DATABASE	DATABASE	DATABASE|AP02275	True	False
DATABASE|AP02289	1	DATABASE	DATABASE	DATABASE|AP02289	True	False
DATABASE|AP02292	3	DATABASE	DATABASE	DATABASE|AP02292;DATABASE|AP02293;DATABASE|AP00425	True	False
DATABASE|AP02294	1	DATABASE	DATABASE	DATABASE|AP02294	True	False
DATABASE|AP02296	1	DATABASE	DATABASE	DATABASE|AP02296	True	False
DATABASE|AP02297	1	DATABASE	DATABASE	DATABASE|AP02297	True	False
DATABASE|AP02298	3	DATABASE	DATABASE	DATABASE|AP02298;DATABASE|AP02277;DATABASE|DBAASPR_10744_Brevinin-2TEb	True	False
DATABASE|AP02304	1	DATABASE	DATABASE	DATABASE|AP02304	True	False
DATABASE|AP02305	1	DATABASE	DATABASE	DATABASE|AP02305	True	False
DATABASE|AP02306	1	DATABASE	DATABASE	DATABASE|AP02306	True	False
DATABASE|AP02309	2	DATABASE	DATABASE	DATABASE|AP02309;DATABASE|AP02310	True	False
DATABASE|AP02311	7	DATABASE	DATABASE	DATABASE|AP02311;DATABASE|AP02312;DATABASE|AP02313;DATABASE|AP02314;DATABASE|AP02315;DATABASE|AP02316;DATABASE|AP02317	True	False
DATABASE|AP02318	1	DATABASE	DATABASE	DATABASE|AP02318	True	False
DATABASE|AP02319	1	DATABASE	DATABASE	DATABASE|AP02319	True	False
DATABASE|AP02321	1	DATABASE	DATABASE	DATABASE|AP02321	True	False
DATABASE|AP02324	1	DATABASE	DATABASE	DATABASE|AP02324	True	False
DATABASE|AP02335	1	DATABASE	DATABASE	DATABASE|AP02335	True	False
DATABASE|AP02341	1	DATABASE	DATABASE	DATABASE|AP02341	True	False
DATABASE|AP02345	1	DATABASE	DATABASE	DATABASE|AP02345	True	False
DATABASE|AP02346	1	DATABASE	DATABASE	DATABASE|AP02346	True	False
DATABASE|AP02347	1	DATABASE	DATABASE	DATABASE|AP02347	True	False
DATABASE|AP02351	1	DATABASE	DATABASE	DATABASE|AP02351	True	False
DATABASE|AP02355	2	DATABASE	DATABASE	DATABASE|AP02355;DATABASE|AP03399	True	False
DATABASE|AP02362	1	DATABASE	DATABASE	DATABASE|AP02362	True	False
DATABASE|AP02364	1	DATABASE	DATABASE	DATABASE|AP02364	True	False
DATABASE|AP02365	1	DATABASE	DATABASE	DATABASE|AP02365	True	False
DATABASE|AP02366	1	DATABASE	DATABASE	DATABASE|AP02366	True	False
DATABASE|AP02367	1	DATABASE	DATABASE	DATABASE|AP02367	True	False
DATABASE|AP02369	1	DATABASE	DATABASE	DATABASE|AP02369	True	False
DATABASE|AP02370	1	DATABASE	DATABASE	DATABASE|AP02370	True	False
DATABASE|AP02385	1	DATABASE	DATABASE	DATABASE|AP02385	True	False
DATABASE|AP02386	1	DATABASE	DATABASE	DATABASE|AP02386	True	False
DATABASE|AP02387	1	DATABASE	DATABASE	DATABASE|AP02387	True	False
DATABASE|AP02389	1	DATABASE	DATABASE	DATABASE|AP02389	True	False
DATABASE|AP02390	1	DATABASE	DATABASE	DATABASE|AP02390	True	False
DATABASE|AP02391	1	DATABASE	DATABASE	DATABASE|AP02391	True	False
DATABASE|AP02392	1	DATABASE	DATABASE	DATABASE|AP02392	True	False
DATABASE|AP02393	1	DATABASE	DATABASE	DATABASE|AP02393	True	False
DATABASE|AP02403	6	DATABASE	DATABASE	DATABASE|AP02403;DATABASE|AP00430;DATABASE|AP02334;DATABASE|AP02762;DATABASE|CAMPSQ9864_Hp1404-T1;DATABASE|AP02213	True	False
DATABASE|AP02404	2	DATABASE	DATABASE	DATABASE|AP02404;DATABASE|AP02203	True	False
DATABASE|AP02407	1	DATABASE	DATABASE	DATABASE|AP02407	True	False
DATABASE|AP02408	1	DATABASE	DATABASE	DATABASE|AP02408	True	False
DATABASE|AP02411	1	DATABASE	DATABASE	DATABASE|AP02411	True	False
DATABASE|AP02416	2	DATABASE	DATABASE	DATABASE|AP02416;DATABASE|AP03059	True	False
DATABASE|AP02417	1	DATABASE	DATABASE	DATABASE|AP02417	True	False
DATABASE|AP02420	1	DATABASE	DATABASE	DATABASE|AP02420	True	False
DATABASE|AP02430	1	DATABASE	DATABASE	DATABASE|AP02430	True	False
DATABASE|AP02432	1	DATABASE	DATABASE	DATABASE|AP02432	True	False
DATABASE|AP02437	1	DATABASE	DATABASE	DATABASE|AP02437	True	False
DATABASE|AP02438	1	DATABASE	DATABASE	DATABASE|AP02438	True	False
DATABASE|AP02447	1	DATABASE	DATABASE	DATABASE|AP02447	True	False
DATABASE|AP02450	1	DATABASE	DATABASE	DATABASE|AP02450	True	False
DATABASE|AP02453	1	DATABASE	DATABASE	DATABASE|AP02453	True	False
DATABASE|AP02457	1	DATABASE	DATABASE	DATABASE|AP02457	True	False
DATABASE|AP02458	1	DATABASE	DATABASE	DATABASE|AP02458	True	False
DATABASE|AP02461	4	DATABASE	DATABASE	DATABASE|AP02461;DATABASE|AP02462;DATABASE|AP02463;DATABASE|AP02464	True	False
DATABASE|AP02467	1	DATABASE	DATABASE	DATABASE|AP02467	True	False
DATABASE|AP02482	5	DATABASE	DATABASE	DATABASE|AP02482;DATABASE|AP02485;DATABASE|AP02486;DATABASE|DBAASPR_3773_CPF-C2;DATABASE|AP01622	True	False
DATABASE|AP02487	1	DATABASE	DATABASE	DATABASE|AP02487	True	False
DATABASE|AP02488	1	DATABASE	DATABASE	DATABASE|AP02488	True	False
DATABASE|AP02510	4	DATABASE	DATABASE	DATABASE|AP02510;DATABASE|AP02511;DATABASE|AP02509;DATABASE|AP02508	True	False
DATABASE|AP02516	1	DATABASE	DATABASE	DATABASE|AP02516	True	False
DATABASE|AP02518	1	DATABASE	DATABASE	DATABASE|AP02518	True	False
DATABASE|AP02527	1	DATABASE	DATABASE	DATABASE|AP02527	True	False
DATABASE|AP02539	4	DATABASE	DATABASE	DATABASE|AP02539;DATABASE|CAMPSQ15212_RtCATH2;DATABASE|AP02540;DATABASE|CAMPSQ15211_RtCATH2	True	False
DATABASE|AP02542	1	DATABASE	DATABASE	DATABASE|AP02542	True	False
DATABASE|AP02544	1	DATABASE	DATABASE	DATABASE|AP02544	True	False
DATABASE|AP02551	1	DATABASE	DATABASE	DATABASE|AP02551	True	False
