cluster_id	cluster_size	rep	sources	members	has_DATABASE	has_PRED
10159	8	PRED|XP_003536571.1	PRED	PRED|XP_003536571.1;PRED|XP_002320667.1;PRED|XP_002310329.1;PRED|XP_006363805.1;PRED|NP_566926.1;PRED|NP_201388.1;PRED|XP_003539251.1;PRED|XP_003611544.1	False	True
1016	4	PRED|XP_014769615.1	PRED	PRED|XP_014769615.1;PRED|XP_052823017.1;PRED|XP_014769616.1;PRED|XP_052823018.1	False	True
10160	1	PRED|XP_006595843.1	PRED	PRED|XP_006595843.1	False	True
10161	1	PRED|XP_014620190.2	PRED	PRED|XP_014620190.2	False	True
10162	1	PRED|XP_040863069.1	PRED	PRED|XP_040863069.1	False	True
10163	2	PRED|XP_040868128.1	PRED	PRED|XP_040868128.1;PRED|XP_040868129.1	False	True
10164	1	PRED|WP_373349849.1	PRED	PRED|WP_373349849.1	False	True
10165	4	PRED|NP_001243517.1	PRED	PRED|NP_001243517.1;PRED|XP_006518858.1;PRED|XP_006518859.1;PRED|XP_063130292.1	False	True
10166	1	PRED|NP_001263432.1	PRED	PRED|NP_001263432.1	False	True
10167	6	PRED|NP_001304746.1	PRED	PRED|NP_001304746.1;PRED|XP_016864181.1;PRED|XP_047272205.1;PRED|XP_017168499.1;PRED|XP_063133961.1;PRED|NP_001304747.1	False	True
10168	1	PRED|WP_012123406.1	PRED	PRED|WP_012123406.1	False	True
10169	3	PRED|WP_002889848.1	PRED	PRED|WP_002889848.1;PRED|WP_003085431.1;PRED|WP_001054380.1	False	True
1017	1	PRED|NP_001367763.1	PRED	PRED|NP_001367763.1	False	True
10170	1	PRED|WP_002902252.1	PRED	PRED|WP_002902252.1	False	True
10171	1	PRED|XP_009057227.1	PRED	PRED|XP_009057227.1	False	True
10172	1	PRED|XP_009062706.1	PRED	PRED|XP_009062706.1	False	True
10173	1	PRED|XP_070665704.1	PRED	PRED|XP_070665704.1	False	True
10174	1	PRED|XP_013451369.3	PRED	PRED|XP_013451369.3	False	True
10175	1	PRED|WP_015412025.1	PRED	PRED|WP_015412025.1	False	True
10176	1	PRED|WP_445997750.1	PRED	PRED|WP_445997750.1	False	True
10177	1	PRED|XP_048576290.1	PRED	PRED|XP_048576290.1	False	True
10178	3	PRED|XP_048580630.1	PRED	PRED|XP_048580630.1;PRED|XP_048580631.1;PRED|XP_048580632.1	False	True
10179	1	PRED|WP_012215559.1	PRED	PRED|WP_012215559.1	False	True
1018	1	PRED|NP_509407.1	PRED	PRED|NP_509407.1	False	True
10180	3	PRED|XP_024394201.1	PRED	PRED|XP_024394201.1;PRED|XP_024394202.1;PRED|XP_024394203.1	False	True
10181	1	PRED|XP_073391926.1	PRED	PRED|XP_073391926.1	False	True
10182	1	PRED|XP_001350905.1	PRED	PRED|XP_001350905.1	False	True
10183	1	PRED|XP_052302703.1	PRED	PRED|XP_052302703.1	False	True
10184	1	PRED|WP_003090502.1	PRED	PRED|WP_003090502.1	False	True
10185	1	PRED|WP_003095983.1	PRED	PRED|WP_003095983.1	False	True
10186	1	PRED|WP_003118919.1	PRED	PRED|WP_003118919.1	False	True
10187	4	PRED|XP_063140645.1	PRED	PRED|XP_063140645.1;PRED|NP_001405502.1;PRED|XP_063140947.1;PRED|NP_001405501.1	False	True
10188	1	PRED|WP_005106057.1	PRED	PRED|WP_005106057.1	False	True
10189	3	PRED|XP_006358779.1	PRED	PRED|XP_006358779.1;PRED|XP_006358780.1;PRED|XP_006358781.1	False	True
1019	1	PRED|XP_052307887.1	PRED	PRED|XP_052307887.1	False	True
10190	1	PRED|XP_021321551.1	PRED	PRED|XP_021321551.1	False	True
10191	1	PRED|XP_011674605.1	PRED	PRED|XP_011674605.1	False	True
10192	3	PRED|XP_011676971.2	PRED	PRED|XP_011676971.2;PRED|XP_011676972.2;PRED|XP_030840084.1	False	True
10193	1	PRED|XP_001008723.1	PRED	PRED|XP_001008723.1	False	True
10194	1	PRED|XP_001009876.2	PRED	PRED|XP_001009876.2	False	True
10195	1	PRED|XP_001026051.3	PRED	PRED|XP_001026051.3	False	True
10196	2	PRED|XP_012653190.1	PRED	PRED|XP_012653190.1;PRED|XP_012654477.1	False	True
10197	1	PRED|XP_018636080.1	PRED	PRED|XP_018636080.1	False	True
10198	1	PRED|XP_001219086.1	PRED	PRED|XP_001219086.1	False	True
10199	1	PRED|XP_011389225.1	PRED	PRED|XP_011389225.1	False	True
102	1	PRED|XP_030832899.1	PRED	PRED|XP_030832899.1	False	True
1020	1	PRED|XP_052307890.1	PRED	PRED|XP_052307890.1	False	True
10200	6	PRED|WP_000450922.1	PRED	PRED|WP_000450922.1;PRED|YP_247586.1;PRED|NP_904218.1;PRED|YP_001109486.1;PRED|YP_635626.1;PRED|WP_001048816.1	False	True
10201	1	PRED|WP_001894918.1	PRED	PRED|WP_001894918.1	False	True
10202	2	PRED|XP_002276850.2	PRED	PRED|XP_002276850.2;PRED|XP_010644510.1	False	True
10203	2	PRED|XP_004912067.1	PRED	PRED|XP_004912067.1;PRED|NP_001278816.1	False	True
10204	1	DATABASE|AP00140	DATABASE	DATABASE|AP00140	True	False
10205	1	DATABASE|AP00404	DATABASE	DATABASE|AP00404	True	False
10206	1	DATABASE|AP01341	DATABASE	DATABASE|AP01341	True	False
10207	1	DATABASE|CAMPSQ16234_Scyreprocin	DATABASE	DATABASE|CAMPSQ16234_Scyreprocin	True	False
10208	8	DATABASE|Training_Seq495	DATABASE	DATABASE|Training_Seq495;DATABASE|Training_Seq3161;DATABASE|Training_Seq3164;DATABASE|Training_Seq3160;DATABASE|Training_Seq494;DATABASE|DBAASPR_19378_Mt_NCR358;DATABASE|DBAASPR_19379_Mt_NCR700;DATABASE|AP03205	True	False
10209	5	DATABASE|Training_Seq893	DATABASE	DATABASE|Training_Seq893;DATABASE|AP04246;DATABASE|AP01552;DATABASE|DBAASPR_6691_Hydramacin-1;DATABASE|CAMPSQ2591_Hydramacin-1	True	False
1021	1	PRED|XP_052307895.1	PRED	PRED|XP_052307895.1	False	True
10210	2	DATABASE|Training_Seq1505	DATABASE	DATABASE|Training_Seq1505;DATABASE|sp|A0A1D0BZI2|GOML_HADIN_Gomesin-like_peptide_OS=Hadronyche_infensa_OX=153481_PE=3_SV=1	True	False
10211	13	DATABASE|Training_Seq1628	DATABASE;PRED	DATABASE|Training_Seq1628;DATABASE|Training_Seq107;DATABASE|Training_Seq2811;DATABASE|Training_Seq3248;PRED|XP_967194.2;DATABASE|Training_Seq3536;DATABASE|AP02579;DATABASE|AP03416;DATABASE|AP00354;DATABASE|CAMPSQ891_DefensinC;DATABASE|DBAASPR_2632_Defensin_1_AlDef-1;DATABASE|sp|P80033|DEFA_ZOPAT_Defensin_isoforms_B_and_C_OS=Zophobas_atratus_OX=7074_PE=1_SV=1;DATABASE|AP05272	True	True
10212	4	DATABASE|Training_Seq2305	DATABASE	DATABASE|Training_Seq2305;DATABASE|Training_Seq2306;DATABASE|AP01375;DATABASE|AP01376	True	False
10213	2	DATABASE|Training_Seq2396	DATABASE	DATABASE|Training_Seq2396;DATABASE|AP01515	True	False
10214	3	DATABASE|Training_Seq3153	DATABASE	DATABASE|Training_Seq3153;DATABASE|AP03190;DATABASE|AP04190	True	False
10215	2	DATABASE|Training_Seq3633	DATABASE	DATABASE|Training_Seq3633;DATABASE|AP02123	True	False
10216	7	DATABASE|sp|Q99MH3|HEPC_RAT_Hepcidin_OS=Rattus_norvegicus_OX=10116_GN=Hamp_PE=3_SV=1	DATABASE;PRED	DATABASE|Training_Seq589;DATABASE|sp|Q99MH3|HEPC_RAT_Hepcidin_OS=Rattus_norvegicus_OX=10116_GN=Hamp_PE=3_SV=1;PRED|NP_445921.1;DATABASE|sp|Q80T19|HEPC2_MOUSE_Hepcidin-2_OS=Mus_musculus_OX=10090_GN=Hamp2_PE=2_SV=1;PRED|NP_115930.1;PRED|NP_899080.2;DATABASE|CAMPSQ1533_Hepcidin	True	True
10217	16	DATABASE|sp|Q8N690|DB119_HUMAN_Beta-defensin_119_OS=Homo_sapiens_OX=9606_GN=DEFB119_PE=1_SV=2	DATABASE;PRED	DATABASE|sp|Q8N690|DB119_HUMAN_Beta-defensin_119_OS=Homo_sapiens_OX=9606_GN=DEFB119_PE=1_SV=2;DATABASE|sp|A4H225|DB119_GORGO_Beta-defensin_119_OS=Gorilla_gorilla_gorilla_OX=9595_GN=DEFB119_PE=3_SV=1;DATABASE|sp|A4H226|DB119_PONPY_Beta-defensin_119_OS=Pongo_pygmaeus_OX=9600_GN=DEFB119_PE=3_SV=1;DATABASE|sp|A4H227|DB119_HYLLA_Beta-defensin_119_OS=Hylobates_lar_OX=9580_GN=DEFB119_PE=3_SV=1;DATABASE|sp|A4H228|DB119_MACFA_Beta-defensin_119_OS=Macaca_fascicularis_OX=9541_GN=DEFB119_PE=3_SV=1;DATABASE|sp|Q30KK8|DB119_PANTR_Beta-defensin_119_OS=Pan_troglodytes_OX=9598_GN=DEFB119_PE=3_SV=1;DATABASE|sp|Q5J602|DB119_MACMU_Beta-defensin_119_OS=Macaca_mulatta_OX=9544_GN=DEFB119_PE=2_SV=1;PRED|NP_695021.2;DATABASE|Training_Seq2394;DATABASE|sp|Q8K3I8|DFB19_MOUSE_Beta-defensin_19_OS=Mus_musculus_OX=10090_GN=Defb19_PE=1_SV=1;DATABASE|sp|Q32P86|DB119_BOVIN_Beta-defensin_119_OS=Bos_taurus_OX=9913_GN=DEFB119_PE=3_SV=1;PRED|NP_660139.1;PRED|NP_001032597.1;DATABASE|sp|Q30KT5|DB119_CANLF_Beta-defensin_119_OS=Canis_lupus_familiaris_OX=9615_GN=DEFB119_PE=3_SV=1;DATABASE|AP01513;DATABASE|AP04850	True	True
10218	1	DATABASE|sp|P0DSJ5|TX12A_MYRGU_U-myrmeciitoxin(01)-Mg2a_OS=Myrmecia_gulosa_OX=36170_PE=1_SV=1	DATABASE	DATABASE|sp|P0DSJ5|TX12A_MYRGU_U-myrmeciitoxin(01)-Mg2a_OS=Myrmecia_gulosa_OX=36170_PE=1_SV=1	True	False
10219	1	DATABASE|sp|P0DMF2|NDB4T_CHATY_Peptide_Ctry2346_OS=Chaerilus_tryznai_OX=1464547_PE=3_SV=1	DATABASE	DATABASE|sp|P0DMF2|NDB4T_CHATY_Peptide_Ctry2346_OS=Chaerilus_tryznai_OX=1464547_PE=3_SV=1	True	False
1022	1	PRED|XP_059592775.1	PRED	PRED|XP_059592775.1	False	True
10220	4	DATABASE|sp|P82722|DF139_ARATH_Putative_defensin-like_protein_139_OS=Arabidopsis_thaliana_OX=3702_GN=LCR7_PE=3_SV=1	DATABASE;PRED	DATABASE|sp|P82722|DF139_ARATH_Putative_defensin-like_protein_139_OS=Arabidopsis_thaliana_OX=3702_GN=LCR7_PE=3_SV=1;DATABASE|sp|P82730|DF140_ARATH_Defensin-like_protein_140_OS=Arabidopsis_thaliana_OX=3702_GN=LCR15_PE=2_SV=1;PRED|NP_001031669.1;PRED|NP_001319992.1	True	True
10221	9	DATABASE|sp|P82727|DF165_ARATH_Putative_defensin-like_protein_165_OS=Arabidopsis_thaliana_OX=3702_GN=LCR12_PE=3_SV=1	DATABASE;PRED	DATABASE|sp|P82727|DF165_ARATH_Putative_defensin-like_protein_165_OS=Arabidopsis_thaliana_OX=3702_GN=LCR12_PE=3_SV=1;PRED|NP_001032038.1;DATABASE|sp|P82735|DF156_ARATH_Defensin-like_protein_156_OS=Arabidopsis_thaliana_OX=3702_GN=LCR21_PE=2_SV=1;PRED|NP_001031746.1;PRED|XP_007035323.1;DATABASE|sp|P82752|DF162_ARATH_Putative_defensin-like_protein_162_OS=Arabidopsis_thaliana_OX=3702_GN=LCR37_PE=3_SV=2;DATABASE|sp|Q9M0F2|DF160_ARATH_Putative_defensin-like_protein_160_OS=Arabidopsis_thaliana_OX=3702_GN=LCR26_PE=3_SV=2;PRED|NP_001031623.1;PRED|NP_194658.2	True	True
10222	8	DATABASE|sp|P82774|DF172_ARATH_Defensin-like_protein_172_OS=Arabidopsis_thaliana_OX=3702_GN=LCR60_PE=2_SV=1	DATABASE;PRED	DATABASE|sp|P82774|DF172_ARATH_Defensin-like_protein_172_OS=Arabidopsis_thaliana_OX=3702_GN=LCR60_PE=2_SV=1;PRED|NP_001031377.1;DATABASE|sp|P82775|DF171_ARATH_Defensin-like_protein_171_OS=Arabidopsis_thaliana_OX=3702_GN=LCR61_PE=3_SV=1;DATABASE|sp|P82776|DF170_ARATH_Putative_defensin-like_protein_170_OS=Arabidopsis_thaliana_OX=3702_GN=LCR62_PE=3_SV=2;DATABASE|sp|P82777|DF173_ARATH_Defensin-like_protein_173_OS=Arabidopsis_thaliana_OX=3702_GN=LCR63_PE=3_SV=1;PRED|NP_001031441.1;PRED|NP_001031753.1;PRED|NP_001031754.1	True	True
10223	4	DATABASE|sp|Q2V337|DF101_ARATH_Putative_defensin-like_protein_101_OS=Arabidopsis_thaliana_OX=3702_GN=At5g28288_PE=3_SV=1	DATABASE;PRED	DATABASE|sp|Q2V337|DF101_ARATH_Putative_defensin-like_protein_101_OS=Arabidopsis_thaliana_OX=3702_GN=At5g28288_PE=3_SV=1;PRED|NP_001031961.1;DATABASE|sp|Q8GY39|DEF54_ARATH_Defensin-like_protein_54_OS=Arabidopsis_thaliana_OX=3702_GN=At2g42885_PE=3_SV=1;PRED|NP_850378.1	True	True
10224	24	DATABASE|sp|Q2V366|DEF49_ARATH_Defensin-like_protein_49_OS=Arabidopsis_thaliana_OX=3702_GN=At5g19172_PE=3_SV=1	DATABASE;PRED	DATABASE|sp|Q2V366|DEF49_ARATH_Defensin-like_protein_49_OS=Arabidopsis_thaliana_OX=3702_GN=At5g19172_PE=3_SV=1;PRED|NP_001031901.1;DATABASE|sp|Q3E7C7|DEF47_ARATH_Defensin-like_protein_47_OS=Arabidopsis_thaliana_OX=3702_GN=At3g16895_PE=3_SV=1;PRED|NP_974325.1;DATABASE|sp|Q2V365|DEF48_ARATH_Putative_defensin-like_protein_48_OS=Arabidopsis_thaliana_OX=3702_GN=At5g19175_PE=3_SV=1;PRED|NP_001031902.1;DATABASE|sp|Q2V3Y8|DEF45_ARATH_Defensin-like_protein_45_OS=Arabidopsis_thaliana_OX=3702_GN=At3g04545_PE=2_SV=1;DATABASE|sp|Q2V433|DEF52_ARATH_Putative_defensin-like_protein_52_OS=Arabidopsis_thaliana_OX=3702_GN=At2g34123_PE=5_SV=1;DATABASE|sp|Q2V4A6|DEF56_ARATH_Putative_defensin-like_protein_56_OS=Arabidopsis_thaliana_OX=3702_GN=At2g03936_PE=3_SV=1;DATABASE|sp|Q2V4J5|DEF43_ARATH_Defensin-like_protein_43_OS=Arabidopsis_thaliana_OX=3702_GN=At1g32763_PE=3_SV=1;PRED|NP_001030632.1;PRED|NP_001031130.1;PRED|NP_001031311.1;PRED|NP_001031473.1;DATABASE|sp|P82763|DEF51_ARATH_Defensin-like_protein_51_OS=Arabidopsis_thaliana_OX=3702_GN=LCR48_PE=3_SV=1;DATABASE|sp|P82764|DEF50_ARATH_Defensin-like_protein_50_OS=Arabidopsis_thaliana_OX=3702_GN=LCR49_PE=3_SV=1;DATABASE|sp|Q2V3V1|DEF46_ARATH_Defensin-like_protein_46_OS=Arabidopsis_thaliana_OX=3702_GN=At3g17155_PE=3_SV=1;DATABASE|sp|Q9M833|DEF44_ARATH_Defensin-like_protein_44_OS=Arabidopsis_thaliana_OX=3702_GN=At3g04540_PE=2_SV=2;PRED|NP_001030715.1;PRED|NP_001030830.1;PRED|NP_001031470.1;PRED|NP_187104.2;DATABASE|sp|Q2V4A5|DEF60_ARATH_Putative_defensin-like_protein_60_OS=Arabidopsis_thaliana_OX=3702_GN=At2g03955_PE=3_SV=1;PRED|NP_001031314.1	True	True
10225	4	DATABASE|sp|Q2V4G1|DEF63_ARATH_Putative_defensin-like_protein_63_OS=Arabidopsis_thaliana_OX=3702_GN=At1g59833_PE=3_SV=1	DATABASE;PRED	DATABASE|sp|Q2V4G1|DEF63_ARATH_Putative_defensin-like_protein_63_OS=Arabidopsis_thaliana_OX=3702_GN=At1g59833_PE=3_SV=1;PRED|NP_001031209.1;DATABASE|sp|Q2V485|DEF62_ARATH_Putative_defensin-like_protein_62_OS=Arabidopsis_thaliana_OX=3702_GN=At2g13542_PE=3_SV=1;PRED|NP_001031353.1	True	True
10226	2	PRED|XP_003223513.1	PRED	PRED|XP_003223513.1;PRED|XP_042201210.1	False	True
10227	1	PRED|NP_001077926.4	PRED	PRED|NP_001077926.4	False	True
10228	1	PRED|NP_001331500.1	PRED	PRED|NP_001331500.1	False	True
10229	1	PRED|NP_178038.1	PRED	PRED|NP_178038.1	False	True
1023	1	PRED|NP_001105492.1	PRED	PRED|NP_001105492.1	False	True
10230	1	PRED|NP_680452.1	PRED	PRED|NP_680452.1	False	True
10231	1	PRED|WP_010877856.1	PRED	PRED|WP_010877856.1	False	True
10232	1	PRED|XP_050467379.1	PRED	PRED|XP_050467379.1	False	True
10233	1	PRED|XP_001547717.1	PRED	PRED|XP_001547717.1	False	True
10234	2	PRED|XP_003567404.1	PRED	PRED|XP_003567404.1;PRED|NP_001338695.1	False	True
10235	1	PRED|XP_003569083.1	PRED	PRED|XP_003569083.1	False	True
10236	1	PRED|XP_010227788.1	PRED	PRED|XP_010227788.1	False	True
10237	1	PRED|XP_024311269.1	PRED	PRED|XP_024311269.1	False	True
10238	1	PRED|NP_001022485.1	PRED	PRED|NP_001022485.1	False	True
10239	1	PRED|NP_001122552.1	PRED	PRED|NP_001122552.1	False	True
1024	2	DATABASE|Training_Seq1741	DATABASE	DATABASE|Training_Seq1741;DATABASE|AP00504	True	False
10240	1	PRED|NP_001255084.2	PRED	PRED|NP_001255084.2	False	True
10241	1	PRED|NP_500482.1	PRED	PRED|NP_500482.1	False	True
10242	6	PRED|NP_500886.1	PRED	PRED|NP_500886.1;PRED|NP_001023190.1;PRED|NP_501008.1;PRED|NP_501010.1;PRED|NP_501012.1;PRED|NP_501013.1	False	True
10243	1	PRED|NP_508016.1	PRED	PRED|NP_508016.1	False	True
10244	1	PRED|NP_741718.2	PRED	PRED|NP_741718.2	False	True
10245	1	PRED|WP_009872000.1	PRED	PRED|WP_009872000.1	False	True
10246	2	PRED|XP_042914745.1	PRED	PRED|XP_042914745.1;PRED|XP_042914744.1	False	True
10247	1	PRED|XP_042923611.1	PRED	PRED|XP_042923611.1	False	True
10248	1	PRED|XP_042924050.1	PRED	PRED|XP_042924050.1	False	True
10249	1	PRED|XP_026694176.1	PRED	PRED|XP_026694176.1	False	True
1025	1	DATABASE|Training_Seq3476	DATABASE	DATABASE|Training_Seq3476	True	False
10250	1	PRED|XP_011431471.1	PRED	PRED|XP_011431471.1	False	True
10251	32	PRED|XP_004150110.1	DATABASE;PRED	PRED|XP_004150110.1;DATABASE|Training_Seq2574;DATABASE|Training_Seq2575;DATABASE|Training_Seq620;DATABASE|Training_Seq740;DATABASE|Training_Seq816;DATABASE|Training_Seq856;DATABASE|Training_Seq869;DATABASE|Training_Seq870;DATABASE|Training_Seq876;DATABASE|Training_Seq877;DATABASE|Training_Seq878;DATABASE|Training_Seq879;DATABASE|Training_Seq1589;DATABASE|Training_Seq2516;DATABASE|Training_Seq2519;DATABASE|Training_Seq2773;DATABASE|sp|P30230|DEF2_RAPSA_Defensin-like_protein_2_OS=Raphanus_sativus_OX=3726_GN=AFP2_PE=1_SV=4;DATABASE|sp|Q9FI23|DEF16_ARATH_Defensin-like_protein_16_OS=Arabidopsis_thaliana_OX=3702_GN=PDF1.2A_PE=1_SV=1;DATABASE|sp|P30224|DEF13_ARATH_Defensin-like_protein_13_OS=Arabidopsis_thaliana_OX=3702_GN=PDF1.1_PE=1_SV=3;DATABASE|sp|P69241|DEF1_RAPSA_Defensin-like_protein_1_OS=Raphanus_sativus_OX=3726_GN=AFP1_PE=1_SV=1;DATABASE|sp|O80994|DEF15_ARATH_Putative_defensin-like_protein_15_OS=Arabidopsis_thaliana_OX=3702_GN=PDF1.2B_PE=3_SV=1;DATABASE|sp|O80995|DEF14_ARATH_Defensin-like_protein_14_OS=Arabidopsis_thaliana_OX=3702_GN=PDF1.3_PE=2_SV=1;PRED|NP_180171.1;PRED|NP_180172.1;PRED|NP_199255.1;PRED|NP_199256.1;PRED|NP_565119.1;PRED|XP_017970721.1;DATABASE|AP00003;DATABASE|AP01772;DATABASE|AP01773	True	True
10252	1	PRED|XP_073775698.1	PRED	PRED|XP_073775698.1	False	True
10253	6	PRED|XP_628910.1	PRED	PRED|XP_628910.1;PRED|XP_628992.1;PRED|XP_628993.1;PRED|XP_636223.1;PRED|XP_645808.1;PRED|XP_636048.1	False	True
10254	1	PRED|XP_638208.1	PRED	PRED|XP_638208.1	False	True
10255	1	PRED|XP_640598.1	PRED	PRED|XP_640598.1	False	True
10256	1	PRED|NP_001162892.1	PRED	PRED|NP_001162892.1	False	True
10257	1	PRED|NP_001260009.1	PRED	PRED|NP_001260009.1	False	True
10258	1	PRED|NP_001261854.1	PRED	PRED|NP_001261854.1	False	True
10259	1	PRED|NP_001287336.1	PRED	PRED|NP_001287336.1	False	True
1026	1	PRED|NP_001138478.1	PRED	PRED|NP_001138478.1	False	True
10260	6	PRED|WP_000511313.1	PRED	PRED|WP_000511313.1;PRED|WP_000511323.1;PRED|WP_000511317.1;PRED|WP_000512153.1;PRED|WP_002909014.1;PRED|WP_000512149.1	False	True
10261	1	PRED|WP_001072337.1	PRED	PRED|WP_001072337.1	False	True
10262	1	PRED|NP_001264397.1	PRED	PRED|NP_001264397.1	False	True
10263	1	PRED|XP_040536992.1	PRED	PRED|XP_040536992.1	False	True
10264	1	PRED|XP_040030102.1	PRED	PRED|XP_040030102.1	False	True
10265	2	PRED|XP_025983844.1	PRED	PRED|XP_025983844.1;PRED|NP_001351641.1	False	True
10266	1	PRED|WP_434645198.1	PRED	PRED|WP_434645198.1	False	True
10267	1	PRED|NP_001177920.1	PRED	PRED|NP_001177920.1	False	True
10268	1	PRED|NP_690594.1	PRED	PRED|NP_690594.1	False	True
10269	1	PRED|XP_009061224.1	PRED	PRED|XP_009061224.1	False	True
1027	1	PRED|NP_001138479.1	PRED	PRED|NP_001138479.1	False	True
10270	1	PRED|XP_009062202.1	PRED	PRED|XP_009062202.1	False	True
10271	8	PRED|XP_070664105.1	PRED	PRED|XP_070664105.1;PRED|XP_070664106.1;PRED|XP_070664107.1;PRED|XP_070664108.1;PRED|XP_070664109.1;PRED|XP_070664110.1;PRED|XP_070664111.1;PRED|XP_070664112.1	False	True
10272	1	PRED|WP_424353513.1	PRED	PRED|WP_424353513.1	False	True
10273	1	PRED|NP_001268759.1	PRED	PRED|NP_001268759.1	False	True
10274	1	PRED|NP_001292360.1	PRED	PRED|NP_001292360.1	False	True
10275	1	PRED|WP_002213442.1	PRED	PRED|WP_002213442.1	False	True
10276	1	PRED|WP_002219570.1	PRED	PRED|WP_002219570.1	False	True
10277	2	PRED|XP_032220427.1	PRED	PRED|XP_032220427.1;PRED|XP_009062541.1	False	True
10278	1	PRED|XP_958333.1	PRED	PRED|XP_958333.1	False	True
10279	1	PRED|NP_001389403.1	PRED	PRED|NP_001389403.1	False	True
1028	1	PRED|NP_689504.2	PRED	PRED|NP_689504.2	False	True
10280	1	PRED|XP_052309154.1	PRED	PRED|XP_052309154.1	False	True
10281	1	PRED|WP_003087397.1	PRED	PRED|WP_003087397.1	False	True
10282	1	PRED|WP_011012068.1	PRED	PRED|WP_011012068.1	False	True
10283	1	PRED|NP_001032616.1	PRED	PRED|NP_001032616.1	False	True
10284	1	PRED|XP_038935899.1	PRED	PRED|XP_038935899.1	False	True
10285	1	PRED|NP_001343111.1	PRED	PRED|NP_001343111.1	False	True
10286	1	PRED|XP_002963891.2	PRED	PRED|XP_002963891.2	False	True
10287	1	PRED|XP_006361318.1	PRED	PRED|XP_006361318.1	False	True
10288	1	PRED|XP_002467898.1	PRED	PRED|XP_002467898.1	False	True
10289	1	PRED|WP_000031892.1	PRED	PRED|WP_000031892.1	False	True
1029	1	PRED|XP_047271679.1	PRED	PRED|XP_047271679.1	False	True
10290	1	PRED|WP_001049150.1	PRED	PRED|WP_001049150.1	False	True
10291	3	PRED|WP_000379879.1	DATABASE;PRED	PRED|WP_000379879.1;DATABASE|Training_Seq887;PRED|WP_002992018.1	True	True
10292	1	PRED|WP_000935665.1	PRED	PRED|WP_000935665.1	False	True
10293	1	PRED|XP_001012109.1	PRED	PRED|XP_001012109.1	False	True
10294	1	PRED|XP_001013276.1	PRED	PRED|XP_001013276.1	False	True
10295	1	PRED|XP_001019016.1	PRED	PRED|XP_001019016.1	False	True
10296	1	PRED|XP_001030465.1	PRED	PRED|XP_001030465.1	False	True
10297	1	PRED|XP_001471198.1	PRED	PRED|XP_001471198.1	False	True
10298	1	PRED|XP_012651895.1	PRED	PRED|XP_012651895.1	False	True
10299	1	PRED|XP_012652207.1	PRED	PRED|XP_012652207.1	False	True
103	1	PRED|XP_075911063.1	PRED	PRED|XP_075911063.1	False	True
1030	6	PRED|NP_680088.1	DATABASE;PRED	PRED|NP_680088.1;PRED|NP_620197.2;PRED|NP_001269000.1;DATABASE|Training_Seq2411;PRED|XP_006236719.1;DATABASE|AP01540	True	True
10300	1	PRED|XP_012653464.1	PRED	PRED|XP_012653464.1	False	True
10301	1	PRED|XP_012654423.1	PRED	PRED|XP_012654423.1	False	True
10302	2	PRED|XP_012655593.1	PRED	PRED|XP_012655593.1;PRED|XP_012654387.1	False	True
10303	1	PRED|XP_002292202.1	PRED	PRED|XP_002292202.1	False	True
10304	1	PRED|WP_011250388.1	PRED	PRED|WP_011250388.1	False	True
10305	1	PRED|XP_018636176.1	PRED	PRED|XP_018636176.1	False	True
10306	1	PRED|XP_018636360.1	PRED	PRED|XP_018636360.1	False	True
10307	2	PRED|XP_002268987.1	PRED	PRED|XP_002268987.1;PRED|XP_010653988.1	False	True
10308	1	PRED|XP_059593845.1	PRED	PRED|XP_059593845.1	False	True
10309	7	PRED|XP_031749240.1	PRED	PRED|XP_031749240.1;PRED|XP_031749584.1;PRED|XP_031749585.1;PRED|XP_031749586.1;PRED|XP_031749587.1;PRED|XP_031749588.1;PRED|XP_031749467.1	False	True
1031	1	PRED|XP_029702750.1	PRED	PRED|XP_029702750.1	False	True
10310	10	PRED|NP_001152951.2	DATABASE;PRED	PRED|NP_001152951.2;PRED|XP_002451983.1;DATABASE|sp|Q07502|DEF_SOYBN_Defensin-like_protein_OS=Glycine_max_OX=3847_PE=3_SV=1;PRED|XP_002325735.1;PRED|XP_052305748.1;DATABASE|AP02024;DATABASE|AP02023;DATABASE|AP02852;DATABASE|CAMPSQ1641_DefensinTk-AMP-D1;DATABASE|sp|P84968|DEF2_TRIKH_Defensin_Tk-AMP-D2_OS=Triticum_kiharae_OX=376535_PE=1_SV=1	True	True
10311	1	PRED|NP_001354357.1	PRED	PRED|NP_001354357.1	False	True
10312	3	PRED|XP_008657778.1	PRED	PRED|XP_008657778.1;PRED|XP_020398174.1;PRED|XP_020398175.1	False	True
10313	2	PRED|XP_008659740.1	PRED	PRED|XP_008659740.1;PRED|XP_008659738.1	False	True
10314	1	PRED|XP_035817403.1	PRED	PRED|XP_035817403.1	False	True
10315	4	DATABASE|Training_Seq243	DATABASE	DATABASE|Training_Seq243;DATABASE|DBAASPR_6320_ASABF-related_peptide;DATABASE|CAMPSQ2526_ASABF-relatedpeptide;DATABASE|AP03152	True	False
10316	2	DATABASE|Training_Seq244	DATABASE	DATABASE|Training_Seq244;DATABASE|CAMPSQ21784_HylaserpinS2	True	False
10317	2	DATABASE|Training_Seq2261	DATABASE	DATABASE|Training_Seq2261;DATABASE|AP01304	True	False
